Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Occupied description,Reaons Empty,Empty from,Mandatory Reliefs,Date From,DISC Reliefs,Date From,Retail Relief,Other Reliefs,Date From, Total Net Liability ,Local Reval Relief
30442,,"21b, Arctic Street, Keighley, BD20 6AR",BD20 6AR,53.87833,-1.91174,1999-07-01,1225,CS,SHOP AND PREMISES,2019-01-06,Y,Occupied,,,,,,,,,, ‹¨«574.83 ,
30443,Down Syndrome Training And Support Limited,"2, Whitley Street, Bingley, BD16 4JH",BD16 4JH,53.84983,-1.83497,1999-06-01,12750,CO,OFFICES AND PREMISES,2012-12-21,Y,Occupied,,,Mandatory Charity Relief,21/12/2012,,,,,," ‹¨«1,285.20 ",
30455,Victoria Rangers Junior Rugby Club,"Social Club, Eccleshill Cricket Club, Harrogate Road, Bradford, BD10 0HT",BD10 0HT,53.81961,-1.71506,1998-07-02,15000,CL2,,2003-04-01,Y,Occupied,,,Mandatory Sport Relief,01/04/2007,,,,,," ‹¨«1,512.00 ",
30456,Victoria Rangers Junior Rugby Club,"Sports Field, Eccleshill Cricket Club, Harrogate Road, Bradford, BD10 0HT",BD10 0HT,53.81961,-1.71506,1998-07-02,4700,LS,,2003-04-01,Y,Occupied,,,Mandatory Sport Relief,01/04/2007,,,,,, ‹¨«473.76 ,
30458,Primesight Limited,"Advert Right Yd0701018017, Gable, 1, Southfield Lane, Bradford, BD5 9HU",BD5 9HU,53.77605,-1.77416,1999-04-01,200,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«98.20 ,
30475,Centriamo Ltd T/A Carmelina'S Funeral Care,"19-21, Otley Road, Shipley, BD17 7DH",BD17 7DH,53.83515,-1.77594,2000-01-01,13250,CS,,2016-12-29,Y,Occupied,,,Small Business Rates Relief,07/06/2017,,,Retail Discount,,," ‹¨«1,807.15 ",
30480,Primesight Limited,"Advert Right Yd0701018077, O-S Save Pfs, Manningham Lane, Bradford, BD1 3ES",BD1 3ES,53.80111,-1.75946,1999-04-01,450,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«220.95 ,
30485,Primesight Limited,"Advert Right Yd0701018044, Corner Of Dudley Hill Road, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80925,-1.72945,1999-04-01,440,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«216.04 ,
30514,Read Dunn Connell Limited T/A Rdc Solicitors,"9-11, New Brook Street, Ilkley, LS29 8DQ",LS29 8DQ,53.92657,-1.82325,1999-04-01,12000,CS,OFFICE AND PREMISES,2015-08-01,Y,Occupied,,,,,,,,,," ‹¨«5,892.00 ",
30515,Set Visions Limited,"Workshop W2, Unit 2, Robin Mills, Leeds Road, Idle, Bradford, BD10 9TE",BD10 9TE,53.83399,-1.71714,1997-09-01,13750,IF3,WORKSHOP AND PREMISES,2010-11-05,Y,Occupied,,,,,,,,,," ‹¨«6,751.25 ",
30521,Essentra Packaging Limited,"Workshop W4, Robin Mills, Leeds Road, Idle, Bradford, BD10 9TE",BD10 9TE,53.83399,-1.71714,1997-09-01,3900,IF3,WORKSHOP AND PREMISES,2009-10-01,Y,Occupied,,,,,,,,,," ‹¨«1,914.90 ",
30522,Hanover Housing Association,"Adjoining, 25, Hanover Close, Bradford, BD8 9DF",BD8 9DF,53.8046,-1.78134,1999-04-01,610,CO,OFFICE,1999-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/1999,,,,,, ‹¨«61.01 ,
30525,Symington'S (Holdings) Limited,"Offices, Part Unit 2, Millersdale Close, Euroway Estate, Bradford, BD4 6RX",BD4 6RX,53.75774,-1.74076,1999-06-30,9600,CO,OFFICES AND PREMISES,2008-06-12,Y,Occupied,,,,,,,,,," ‹¨«4,713.60 ",
30526,Symington'S (Holdings) Limited,"Warehouse, Part Unit 2, Millersdale Close, Euroway Estate, Bradford, BD4 6RX",BD4 6RX,53.75774,-1.74076,1999-06-30,104000,CW,WAREHOUSE AND PREMISES,2008-06-12,Y,Occupied,,,,,,,,,," ‹¨«52,416.00 ",
30546,,"First Floor, 117-119, Beckside Road, Bradford, BD7 2JS",BD7 2JS,53.7833,-1.78709,1999-08-20,3850,CO,OFFICES AND PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
30548,,"Lower Ground Floor, 117-119, Beckside Road, Bradford, BD7 2JS",BD7 2JS,53.7833,-1.78709,1999-08-20,6000,CW3,STORE AND PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
30563,Bellissimo Workspace Limited,"Unit 20, Dalton Mills, Dalton Lane, Keighley, BD21 4JH",BD21 4JH,53.86922,-1.89439,1999-04-01,4350,CW3,STORE AND PREMISES,2014-08-01,,Empty,Exempt Listed Building,16/12/2017,,,,,,,, ‹¨«-   ,
30564,Norse Sky Ltd,"Unit 22, Dalton Mills, Dalton Lane, Keighley, BD21 4JH",BD21 4JH,53.86922,-1.89439,1999-04-01,7900,CW3,STORE AND PREMISES,2017-06-01,Y,Occupied,,,Small Business Rates Relief,01/06/2017,,,,,, ‹¨«-   ,
30571,,"Gnd Floor, 16, Willow Street, Bradford, BD8 9NJ",BD8 9NJ,53.7999,-1.78733,1999-12-07,4700,CS,SHOP AND PREMISES,2014-01-01,Y,Occupied,,,Small Business Rates Relief,01/01/2014,,,,,, ‹¨«-   ,
30574,Bradford MDC,"Car Park Adjacent, 51, Main Street, Bingley, BD16 2HZ",BD16 2HZ,53.8496,-1.83899,1999-10-01,7700,CP,CAR PARK AND PREMISES,1999-10-01,Y,Occupied,,,,,,,,,," ‹¨«3,132.50 ",
30575,The Secret Drawer Ltd,"27-29, Church Street, Ilkley, LS29 9DR",LS29 9DR,53.92607,-1.82458,1999-11-11,20000,CS,SHOP AND PREMISES,2016-02-26,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«4,219.72 ",
30578,Clear Channel Uk Limited,"Advert Right 0839 Opp 223, Bowling Back Lane, Bradford, BD4 8SJ",BD4 8SJ,53.78727,-1.7307,1999-04-01,2375,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«823.49 ,
30580,Jcdecaux Uk Ltd,"Advert Right No 8401 Opp 223, Bowling Back Lane, Bradford, BD4 8SJ",BD4 8SJ,53.78727,-1.7307,1999-04-01,1275,CA,ADVERTISING RIGHT AND PREMISES,2006-01-12,Y,Occupied,,,,,,,,,, ‹¨«626.03 ,
30581,Waterstones Booksellers Ltd,"12, Hustlergate, Bradford, BD1 1LE",BD1 1LE,53.79414,-1.75261,1997-07-27,106000,CS,SHOP AND PREMISES,1998-03-28,Y,Occupied,,,,,,,,,," ‹¨«53,424.00 ",
30584,,"81, Main Street, Bingley, BD16 2JA",BD16 2JA,53.84918,-1.83855,1999-10-25,7400,CS,SHOP AND PREMISES,2019-07-15,Y,Occupied,,,Small Business Rates Relief,15/07/2019,,,,,, ‹¨«-   ,
30585,Torus Joinery & Site Services Limited,"Basement Rear Of, 81, Main Street, Bingley, BD16 2JA",BD16 2JA,53.84918,-1.83855,1999-10-25,2750,CO,,2019-08-19,Y,Occupied,,,,,,,,,, ‹¨«833.76 ,
30586,,"Hemmingways Carpets, Otley Road, Charlestown, Baildon, BD17 7HU",BD17 7HU,53.84428,-1.75768,1999-11-01,12500,CW,WAREHOUSE AND PREMISES,2011-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2011,,,Retail Discount,,, ‹¨«681.95 ,
30598,Hallborough Properties Limited,"Gnd Flr Office, Ilkley Hall, Ilkley Hall Park, Wells Road, Ilkley, LS29 9JS",LS29 9JS,53.9189,-1.82488,1999-08-13,15500,CO,OFFICES AND PREMISES,1999-08-13,Y,Occupied,,,,,,,,,," ‹¨«7,610.50 ",
30603,Done Brothers (Cash Betting) Limited,"44, Bingley Road, Shipley, BD18 4RU",BD18 4RU,53.83486,-1.79209,1998-12-26,21250,CS2,,2004-04-24,Y,Occupied,,,,,,,,,," ‹¨«10,433.75 ",
30606,Miss Penny'S Ltd,"Unit 1, 38-44, Duckworth Lane, Bradford, BD9 5EP",BD9 5EP,53.80622,-1.78818,1999-06-16,19750,CS,SHOP AND PREMISES,2014-04-01,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«6,464.83 ",
30608,Nabru Limited,"Unit 46a, Albion Mills, Albion Road, Bradford, BD10 9TQ",BD10 9TQ,53.83301,-1.71852,1999-12-01,51000,CW,WAREHOUSE AND PREMISES,2019-03-11,Y,Occupied,,,,,,,,,," ‹¨«25,704.00 ",
30623,Klg Europe Bradford Limited,"Unit 1, Low Moor Business Park, Common Road, Bradford, BD12 0NB",BD12 0NB,53.75389,-1.7676,1998-09-01,55000,CW,WAREHOUSE AND PREMISES,2005-11-09,Y,Occupied,,,,,,,,,," ‹¨«27,720.00 ",
30626,J Buchan Flooring Limited,"Unit 3, Low Moor Business Park, Common Road, Bradford, BD12 0SF",BD12 0SF,53.75354,-1.76944,1998-09-01,10250,CW3,STORE AND PREMISES,2018-04-06,Y,Occupied,,,Small Business Rates Relief,06/04/2018,,,,,, ‹¨«-   ,
30628,Link  (Uk) Developments Limited,"28-30, Canal Road, Bradford, BD1 4BA",BD1 4BA,53.79738,-1.74884,1998-02-07,0,CO,,2015-11-03,,Empty,Exempt below RV,18/04/2016,,,,,,,, ‹¨«-   ,
30631,,"Nursery At, Menston Station, Station Road, Menston, Ilkley, LS29 6JL",LS29 6JL,53.89081,-1.73272,1999-10-01,12250,EN1,,2015-01-12,Y,Occupied,,,Small Business Rates Relief,12/01/2015,,,,,, ‹¨«501.23 ,
30633,Co-Operative Group Limited,"Chapel Of Rest, Green Avenue, Silsden, BD20 9LD",BD20 9LD,53.91522,-1.9411,1999-10-01,4950,IF3,,1999-10-01,Y,Occupied,,,,,,,,,," ‹¨«1,905.33 ",
30635,M B Housing Limited,"1, Hillworth House, Hillworth Village, Oakworth Road, Keighley, BD21 1QX",BD21 1QX,53.86266,-1.918,2000-02-28,1850,CO,OFFICES AND PREMISES,2000-02-28,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30636,Harmony Contract Flooring Limited,"Unit 4, Low Moor Business Park, Common Road, Bradford, BD12 0NB",BD12 0NB,53.75389,-1.7676,1998-09-01,14500,CW3,STORE AND PREMISES,1999-03-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,," ‹¨«5,932.92 ",
30638,The West Yorkshire Community Rehabilitation Company Limited,"Unit 6, Low Moor Business Park, Common Road, Bradford, BD12 0NB",BD12 0NB,53.75389,-1.7676,1998-09-01,12500,CW3,STORE AND PREMISES,2016-09-14,Y,Occupied,,,,,,,,,," ‹¨«6,137.50 ",
30641,,"Unit 9, Low Moor Business Park, Common Road, Bradford, BD12 0SF",BD12 0SF,53.75354,-1.76944,1998-09-01,5100,CW3,STORE AND PREMISES,2016-08-08,Y,Occupied,,,Small Business Rates Relief,08/08/2016,,,,,, ‹¨«-   ,
30643,,"The Gate House, Low Moor Business Park, Common Road, Bradford, BD12 0SF",BD12 0SF,53.75354,-1.76944,1999-08-15,5600,CR1,CAFE AND PREMISES,2018-12-10,Y,Occupied,,,Small Business Rates Relief,10/12/2018,,,,,, ‹¨«-   ,
30647,Verage Limited,"Workshop W1 & W14,Unit 4, Robin Mills, Leeds Road, Idle, Bradford, BD10 9TE",BD10 9TE,53.83399,-1.71714,1997-10-01,106000,IF3,,2018-09-20,Y,Occupied,,,,,,,,,," ‹¨«53,424.00 ",
30649,Primesight Limited,"Advert Right Yd0701018012, On, 459, Haworth Road, Bradford, BD15 9LL",BD15 9LL,53.8141,-1.83168,1999-04-01,275,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«129.18 ,
30661,J H Clissold & Son Ltd,"Oldgate Mill, North Wing, Bradford, BD3 0DH",BD3 0DH,53.80034,-1.7436,1999-09-01,6000,CW,WAREHOUSE AND PREMISES,2012-06-01,Y,Occupied,,,,,,,,,," ‹¨«2,946.00 ",
30662,J H Clissold & Son Ltd,"Oldgate Mill, North Wing, Bradford, BD3 0DH",BD3 0DH,53.80034,-1.7436,1999-09-01,76500,CW,WAREHOUSE AND PREMISES,1999-09-01,Y,Occupied,,,,,,,,,," ‹¨«38,556.00 ",
30673,Mapcargo International Ltd,"1st Floor, Woolbloch House, Bolling Road, Bradford, BD4 7BX",BD4 7BX,53.78675,-1.74801,1999-10-01,4200,CO,OFFICES AND PREMISES,2016-01-25,Y,Occupied,,,,,,,,,," ‹¨«2,062.20 ",
30679,,"51, Stony Lane, Bradford, BD2 2HL",BD2 2HL,53.82103,-1.72526,1999-07-26,3600,CS,SHOP AND PREMISES,1999-07-26,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30681,Shiv Property Management Limited,"5, Fred Street, Keighley, BD21 1QJ",BD21 1QJ,53.86391,-1.9158,2000-02-01,1500,CW3,STORE,2005-04-05,,Empty,Exempt below RV,12/02/2016,,,,,,,, ‹¨«-   ,
30684,Uk Academy Welfare Trust Ltd,"Lion Works, Paternoster Lane, Bradford, BD7 3LP",BD7 3LP,53.78047,-1.78451,1999-06-04,11000,EX,EDUCATION CENTRE AND PREMISES,2014-05-15,Y,Occupied,,,Mandatory Charity Relief,15/05/2014,,,,,," ‹¨«1,108.80 ",
30691,Kag (Bradford) Limited,"Pt 1st Floor, 150, Manningham Lane, Bradford, BD8 7DT",BD8 7DT,53.80429,-1.76225,1998-12-01,6000,CO,OFFICES AND PREMISES,2017-04-10,Y,Occupied,,,Small Business Rates Relief,10/04/2017,,,,,, ‹¨«-   ,
30700,,"21, Leeds Road, Shipley, BD18 1BP",BD18 1BP,53.83433,-1.76906,1999-09-01,5100,CS,SHOP AND PREMISES,1999-09-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30703,Makesense Properties Ltd,"54-60, Sunbridge Road, Bradford, BD1 2AB",BD1 2AB,53.7938,-1.75546,1999-05-15,29500,CS,,2019-11-14,,Empty,Empty Charge Retail,18/11/2019,,,,,,,," ‹¨«5,484.10 ",
30704,Ghyll Royd School,"Greystones Manor, Ilkley Road, Manor Park, Burley In Wharfedale, Ilkley, LS29 7HW",LS29 7HW,53.9197,-1.75933,2000-05-02,43250,EP,SCHOOL AND PREMISES,2000-05-02,Y,Occupied,,,Mandatory Charity Relief,02/05/2000,,,,,," ‹¨«4,359.60 ",
30706,Mobile Broadband Network Limited,"Telecommunication Station Site, No 99628, Park View Mills, Wibsey Park Avenue, Bradford, BD6 3QA",BD6 3QA,53.76718,-1.78309,1999-08-11,12750,MT1,,2009-03-19,Y,Occupied,,,,,,,,,," ‹¨«5,748.29 ",
30709,Pru Tracks Education,"21, Owlet Road, Shipley, BD18 2LU",BD18 2LU,53.83275,-1.76916,1990-04-01,31750,CO,,2016-04-01,Y,Occupied,,,,,,,,,," ‹¨«15,589.25 ",
30737,,"2nd Floor, 13, Harris Street, Bradford, BD1 5HU",BD1 5HU,53.79498,-1.7421,1999-10-02,7700,CO,OFFICES AND PREMISES,2015-08-01,Y,Occupied,,,Small Business Rates Relief,01/08/2015,,,,,, ‹¨«-   ,
30739,Mobile Broadband Network Limited,"Telecommunication Mast Site, Ref 65243, Heyford Court, Off Hillam Road, Bradford, BD2 1QN",BD2 1QN,53.81221,-1.76113,2000-04-25,11000,MT1,COMMUNICATION STATION AND PREMISES,2009-08-01,Y,Occupied,,,,,,,,,," ‹¨«5,401.00 ",
30742,Sovereign Securities Limited,"3rd Floor, 202, Leeds Road, Bradford, BD3 9PS",BD3 9PS,53.79284,-1.74257,1999-09-05,4200,CW,WAREHOUSE AND PREMISES,2014-06-21,,Empty,Empty Charge Industrial,21/06/2014,,,,,,,," ‹¨«2,116.80 ",
30745,Orange Personal Communications Services Limited,"Telecommunication Mast Site, Ref Wyk0109, Havelock Street, Bradford, BD7 4EX",BD7 4EX,53.78051,-1.78957,1999-06-07,7000,MT1,COMMUNICATION STATION AND PREMISES,1999-06-07,,Empty,Exempt Telecommunication Mast,24/01/2014,,,,,,,, ‹¨«-   ,
30747,Clear Channel Uk Limited,"Advert Right 0276-02, Factory Lane, Dudley Hill, Bradford, BD4 9NW",BD4 9NW,53.77341,-1.72836,1998-04-01,4100,CA,ADVERTISING RIGHT AND PREMISES,1998-04-01,Y,Occupied,,,,,,,,,," ‹¨«2,013.10 ",
30750,H.L.H. International Limited,"Low Moor Business Park, Common Road, Bradford, BD12 0SF",BD12 0SF,53.75354,-1.76944,1998-09-01,2250,CO,OFFICES AND PREMISES,2002-01-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30751,Freight Link Europe Llp,"Low Moor Business Park, Common Road, Bradford, BD12 0NB",BD12 0NB,53.75389,-1.7676,1998-09-01,7400,CO,OFFICES AND PREMISES,2008-03-01,Y,Occupied,,,Small Business Rates Relief,01/03/2008,,,,,, ‹¨«-   ,
30752,Clear Channel Uk Limited,"Advert Right 1969, Factory Lane, Dudley Hill, Bradford, BD4 9NW",BD4 9NW,53.77341,-1.72836,1998-04-01,1775,CA,ADVERTISING RIGHT AND PREMISES,2008-07-31,Y,Occupied,,,,,,,,,, ‹¨«871.53 ,
30753,Bank Machine Ltd,"Atm At Worth Petrol Station, South Street, Keighley, BD21 1AH",BD21 1AH,53.85514,-1.91513,2000-03-27,11250,CX,SITE OF AUTOMATIC TELLER MACHINE (AND PREMISES),2007-11-01,Y,Occupied,,,,,,,,,," ‹¨«5,523.75 ",
30764,Peter Durbin & Company Limited,"Unit 4, Holiday House, Valley Drive, Ben Rhydding, Ilkley, LS29 8PB",LS29 8PB,53.9277,-1.80387,2000-01-01,3500,CO,OFFICES AND PREMISES,2013-02-11,Y,Occupied,,,Small Business Rates Relief,11/02/2013,,,,,, ‹¨«-   ,
30765,Incuto Limited,"Unit 3, Holiday House, Valley Drive, Ben Rhydding, Ilkley, LS29 8PB",LS29 8PB,53.9277,-1.80387,2000-01-01,9800,CO,OFFICES AND PREMISES,2016-10-16,Y,Occupied,,,,,,,,,," ‹¨«4,811.80 ",
30769,Btl Group Limited,"Suite 5, Second Floor, Salts Wharf, Ashley Lane, Shipley, BD17 7DB",BD17 7DB,53.8362,-1.78035,2000-02-01,16250,CO,,2016-12-20,Y,Occupied,,,,,,,,,," ‹¨«7,978.75 ",
30777,Bingley Window & Glass Co Ltd,"Unit 3e, Aireworth Mills, Aireworth Road, Keighley, BD21 4DH",BD21 4DH,53.87435,-1.89068,2000-03-01,5900,IF3,WORKSHOP AND PREMISES,2010-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2010,,,,,, ‹¨«-   ,
30781,Vodafone Limited,"Telecommunication Mast Site, Ref 1963, Hollingwood Lane, Bradford, BD7 4BE",BD7 4BE,53.77772,-1.80187,1997-09-29,7100,MT1,,1997-09-29,Y,Occupied,,,,,,,,,," ‹¨«3,486.10 ",
30790,City Exchange Investments Ltd,"5th,6th And 7th Floors, City Exchange, 61, Hall Ings, Bradford, BD1 5SG",BD1 5SG,53.79119,-1.75261,1998-09-15,0,CO,,2015-08-20,,Empty,Exempt below RV,11/02/2016,,,,,,,, ‹¨«-   ,
30791,Prima Yorkshire Limited,"Prima Yorkshire, Hillam Road Industrial Estate, Hillam Road, Bradford, BD2 1QN",BD2 1QN,53.81221,-1.76113,1998-09-02,60000,IF3,,2012-03-01,Y,Occupied,,,,,,,,,," ‹¨«30,240.00 ",
30797,Sr Properties Manchester Limited,"Unit 3d, Hillam Court Industrial Estate, Hillam Road, Bradford, BD2 1QN",BD2 1QN,53.81221,-1.76113,1999-10-01,14750,CW,WAREHOUSE AND PREMISES,2013-04-01,,Empty,Empty Charge Industrial,01/08/2019,,,,,,,," ‹¨«4,956.00 ",
30799,Vodafone Limited,"Telecommunication Mast, Site 3474, Dudley Hill Road, Bradford, BD2 3AA",BD2 3AA,53.80949,-1.73029,1993-09-29,6100,MT1,,1993-09-29,Y,Occupied,,,,,,,,,," ‹¨«2,995.10 ",
30801,,"58, Leeds Old Road, Bradford, BD3 8HX",BD3 8HX,53.79945,-1.71535,2000-01-10,5400,CS,SHOP AND PREMISES,2014-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2014,,,,,, ‹¨«-   ,
30802,,"58a, Leeds Old Road, Bradford, BD3 8HX",BD3 8HX,53.79945,-1.71535,2000-01-10,2800,CS,SHOP AND PREMISES,2017-03-01,Y,Occupied,,,Small Business Rates Relief,01/03/2017,,,,,, ‹¨«-   ,
30803,Spruce Workwear Ltd,"Unit 3,Ground Floor, Kyme Mills, Johnson Street, Bradford, BD3 8HW",BD3 8HW,53.79481,-1.71813,1997-01-01,4100,IF3,WORKSHOP AND PREMISES,2016-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2016,,,,,, ‹¨«-   ,
30804,,"Beckside Works, Beckside Road, Bradford, BD7 3HD",BD7 3HD,53.78273,-1.78259,1999-04-01,4850,IF3,WORKSHOP AND PREMISES,2005-04-01,Y,Occupied,,,Small Business Rates Relief,01/10/2011,,,,,, ‹¨«-   ,
30806,Primesight Limited,"Advert Right Yd0701018042, Gable, 586, Great Horton Road, Bradford, BD7 3EU",BD7 3EU,53.78212,-1.78335,1999-04-01,275,CA,ADVERTISING RIGHT AND PREMISES,1999-04-01,Y,Occupied,,,,,,,,,, ‹¨«129.18 ,
30808,Kjg124 Ltd In Liquidation,"The Sir Titus Salt, 11, Great Horton Road, Bradford, BD7 1AA",BD7 1AA,53.79124,-1.75836,2000-03-24,88500,CL,PUBLIC HOUSE AND PREMISES,2017-03-08,,Empty,Exempt Insolvency,26/04/2018,,,,,,,, ‹¨«-   ,
30813,Ee Limited,"45, Kirkgate, Bradford, BD1 1QA",BD1 1QA,53.79473,-1.7532,2000-06-01,64500,CS,,2000-06-01,Y,Occupied,,,,,,,,,," ‹¨«24,425.41 ",
30817,Topp & Holmes Limited,"Topp And Holmes, Bradford Road, Cottingley, Bingley, BD16 1HE",BD16 1HE,53.84928,-1.83937,1999-07-01,16750,IF3,,1999-07-01,Y,Occupied,,,,,,,,,," ‹¨«8,224.25 ",
30819,Vodafone Limited,"Telecommunications Mast Site, No 1957, Shay Lane, Wilsden, Bradford, BD15 0DJ",BD15 0DJ,53.82087,-1.851,1997-11-21,10250,MT1,,1997-11-21,Y,Occupied,,,,,,,,,," ‹¨«5,032.75 ",
30823,Hairden Ltd,"32, Long Lane, Harden, Bingley, BD16 1HP",BD16 1HP,53.84098,-1.87245,2000-04-10,5200,CS,SHOP AND PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
30826,Jcdecaux Uk Ltd,"Advert Right No 4525, Enterprise 5, Bradford Road, Idle, Bradford, BD10 8EW",BD10 8EW,53.82589,-1.7314,1999-07-12,1925,CA,ADVERTISING RIGHT AND PREMISES,2010-01-19,Y,Occupied,,,,,,,,,, ‹¨«945.18 ,
30827,,"196-198, Barkerend Road, Bradford, BD3 9BH",BD3 9BH,53.79663,-1.74007,2000-06-01,0,CO,,2016-08-31,,Empty,Exempt below RV,18/08/2017,,,,,,,, ‹¨«-   ,
30828,Bradford College,"Appleton Science Building, Smith Street, Bradford, BD7 1DE",BD7 1DE,53.79308,-1.76467,1998-09-07,143000,EL1,COLLEGE AND PREMISES,1998-09-07,Y,Occupied,,,Mandatory Charity Relief,07/09/1998,,,,,," ‹¨«14,414.40 ",
30836,,"354, Rooley Lane, Bradford, BD5 8LD",BD5 8LD,53.77029,-1.73327,1998-09-30,1975,CX,KENNELS AND PREMISES,2003-01-17,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30837,Barfia Yorkshire Limited,"First Floor, 617, Leeds Road, Bradford, BD3 8BJ",BD3 8BJ,53.7926,-1.72499,2000-01-03,1525,CO,OFFICES AND PREMISES,2015-11-01,,Empty,Exempt below RV,01/11/2015,,,,,,,, ‹¨«-   ,
30839,Saeed Younas Limited,"Unit 9, Alma Works, Sticker Lane, Bradford, BD4 8RW",BD4 8RW,53.77998,-1.71978,1999-11-01,3100,IF3,WORKSHOP AND PREMISES,2013-09-09,Y,Occupied,,,Small Business Rates Relief,09/09/2013,,,,,, ‹¨«-   ,
30851,Intermesh Creative Limited,"Bst, Parkinson Chambers, Hustlergate, Bradford, BD1 1PH",BD1 1PH,53.79462,-1.75195,1999-09-14,1375,CW3,STORE AND PREMISES,2017-01-06,,Empty,Exempt below RV,06/01/2017,,,,,,,, ‹¨«-   ,
30852,,"Gnd Floor Unit 2, Walk Mills, The Walk, Coney Lane, Keighley, BD21 5AR",BD21 5AR,53.86258,-1.9063,1999-10-15,2600,CW3,STORE AND PREMISES,2018-09-14,Y,Occupied,,,Small Business Rates Relief,14/09/2018,,,,,, ‹¨«-   ,
30854,Brother Developments (Yorkshire) Limited,"1st And 2nd Floors Unit 2, Walk Mills, The Walk, Coney Lane, Keighley, BD21 5AR",BD21 5AR,53.86258,-1.9063,1999-10-15,2400,CW,WAREHOUSE AND PREMISES,2006-04-10,,Empty,Exempt below RV,01/04/2008,,,,,,,, ‹¨«-   ,
30862,,"41, Carlisle Road, Bradford, BD8 8AS",BD8 8AS,53.80538,-1.77013,1999-11-01,4400,CS,SHOP AND PREMISES,2019-03-26,Y,Occupied,,,Small Business Rates Relief,09/04/2019,,,,,, ‹¨«-   ,
30867,Calmag Yorkshire Limited,"Riverview Buildings, Bradford Road, Riddlesden, Keighley, BD20 5JH",BD20 5JH,53.87568,-1.87816,1999-07-01,57000,CO,OFFICES AND PREMISES,2013-01-10,Y,Occupied,,,,,,,,,," ‹¨«28,728.00 ",
30869,Bryant Plastics Ltd,"Bryant Plastics  Ltd, Walk Mills, The Walk, Coney Lane, Keighley, BD21 5AR",BD21 5AR,53.86258,-1.9063,1999-04-01,13750,IF3,WORKSHOP AND PREMISES,2012-09-01,Y,Occupied,,,,,,,,,," ‹¨«6,751.25 ",
30896,Steeton Health Care Limited,"Steeton Pharmacy, Steeton Health Centre, Chapel Road, Steeton, BD20 6NU",BD20 6NU,53.8949,-1.95358,2000-01-10,8400,CS,PHARMACY AND PREMISES,2000-01-10,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30898,,"Health Centre, Chapel Road, Steeton, BD20 6NU",BD20 6NU,53.8949,-1.95358,2000-01-10,9300,MH1,HEALTH CENTRE AND PREMISES,2008-03-30,Y,Occupied,,,,,,,,,," ‹¨«3,197.08 ",
30904,Medacs Healthcare Plc,"1, Anne Gate, Bradford, BD1 4ES",BD1 4ES,53.79682,-1.74556,2000-04-01,30000,CO,,2013-10-01,Y,Occupied,,,,,,,,,," ‹¨«14,730.00 ",
30911,,"Imperial House, 9-11, Heaton Road, Bradford, BD8 8QX",BD8 8QX,53.80634,-1.77624,2000-01-31,53500,CS7,SHOWROOM AND PREMISES,2018-10-22,Y,Occupied,,,,,,,,,, ‹¨«-   ,
30913,Salamander Brewing Company Ltd,"Salamander Brewing Co, Harry Street, Bradford, BD4 9PH",BD4 9PH,53.77517,-1.72517,1999-12-01,9500,IF3,,1999-12-01,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,,,, ‹¨«-   ,
30914,,"2-2a, Commercial Street, Shipley, BD18 3SR",BD18 3SR,53.83468,-1.77655,1998-12-15,12500,CR,RESTAURANT AND PREMISES,2005-07-28,Y,Occupied,,,Small Business Rates Relief,01/04/2007,,,Retail Discount,,, ‹¨«631.52 ,
